Age,Year,Incidence,Sex,Country
89,2006,0.000202,m,south africa
90+,2006,0.000262,m,south africa
10,2007,0,m,south africa
11,2007,0.00000024,m,south africa
12,2007,0.00000437,m,south africa
13,2007,0.0000401,m,south africa
14,2007,0.0002,m,south africa
15,2007,0.0009,m,south africa
16,2007,0.0024,m,south africa
17,2007,0.0048,m,south africa
18,2007,0.0089,m,south africa
19,2007,0.0114,m,south africa
20,2007,0.0135,m,south africa
21,2007,0.0152,m,south africa
22,2007,0.0168,m,south africa
23,2007,0.0178,m,south africa
24,2007,0.0185,m,south africa
25,2007,0.0189,m,south africa
26,2007,0.019,m,south africa
27,2007,0.0188,m,south africa
28,2007,0.0184,m,south africa
29,2007,0.0181,m,south africa
30,2007,0.0172,m,south africa
31,2007,0.0164,m,south africa
32,2007,0.0157,m,south africa
33,2007,0.015,m,south africa
34,2007,0.0143,m,south africa
35,2007,0.0137,m,south africa
36,2007,0.0131,m,south africa
37,2007,0.0125,m,south africa
38,2007,0.0119,m,south africa
39,2007,0.0114,m,south africa
40,2007,0.0109,m,south africa
41,2007,0.0103,m,south africa
42,2007,0.0099,m,south africa
43,2007,0.0094,m,south africa
44,2007,0.009,m,south africa
45,2007,0.0086,m,south africa
46,2007,0.0082,m,south africa
47,2007,0.0078,m,south africa
48,2007,0.0074,m,south africa
49,2007,0.007,m,south africa
50,2007,0.0067,m,south africa
51,2007,0.0063,m,south africa
52,2007,0.0059,m,south africa
53,2007,0.0056,m,south africa
54,2007,0.0052,m,south africa
55,2007,0.0048,m,south africa
56,2007,0.0045,m,south africa
57,2007,0.0041,m,south africa
58,2007,0.0037,m,south africa
59,2007,0.0034,m,south africa
60,2007,0.0031,m,south africa
61,2007,0.0028,m,south africa
62,2007,0.0025,m,south africa
63,2007,0.0022,m,south africa
64,2007,0.0019,m,south africa
65,2007,0.0016,m,south africa
66,2007,0.0014,m,south africa
67,2007,0.0012,m,south africa
68,2007,0.001,m,south africa
69,2007,0.0009,m,south africa
70,2007,0.0007,m,south africa
71,2007,0.0006,m,south africa
72,2007,0.0006,m,south africa
73,2007,0.0005,m,south africa
74,2007,0.0004,m,south africa
75,2007,0.0004,m,south africa
76,2007,0.0003,m,south africa
77,2007,0.0003,m,south africa
78,2007,0.0002,m,south africa
79,2007,0.0002,m,south africa
80,2007,0.0002,m,south africa
81,2007,0.000188,m,south africa
82,2007,0.000179,m,south africa
83,2007,0.000172,m,south africa
84,2007,0.000166,m,south africa
85,2007,0.000162,m,south africa
86,2007,0.00016,m,south africa
87,2007,0.000162,m,south africa
88,2007,0.000169,m,south africa
89,2007,0.000183,m,south africa
90+,2007,0.00024,m,south africa
10,2008,0,m,south africa
11,2008,0.00000024,m,south africa
12,2008,0.00000436,m,south africa
13,2008,0.0000395,m,south africa
14,2008,0.0002,m,south africa
15,2008,0.0009,m,south africa
16,2008,0.0023,m,south africa
17,2008,0.0046,m,south africa
18,2008,0.0085,m,south africa
19,2008,0.0108,m,south africa
20,2008,0.0128,m,south africa
21,2008,0.0145,m,south africa
22,2008,0.0159,m,south africa
23,2008,0.0171,m,south africa
24,2008,0.0178,m,south africa
25,2008,0.0182,m,south africa
26,2008,0.0184,m,south africa
27,2008,0.0183,m,south africa
28,2008,0.018,m,south africa
29,2008,0.0177,m,south africa
30,2008,0.0168,m,south africa
31,2008,0.016,m,south africa
32,2008,0.0152,m,south africa
33,2008,0.0144,m,south africa
34,2008,0.0137,m,south africa
35,2008,0.0131,m,south africa
36,2008,0.0125,m,south africa
37,2008,0.0119,m,south africa
38,2008,0.0114,m,south africa
39,2008,0.0109,m,south africa
40,2008,0.0104,m,south africa
41,2008,0.0099,m,south africa
42,2008,0.0095,m,south africa
43,2008,0.0091,m,south africa
44,2008,0.0087,m,south africa
45,2008,0.0083,m,south africa
46,2008,0.0079,m,south africa
47,2008,0.0075,m,south africa
48,2008,0.0072,m,south africa
49,2008,0.0068,m,south africa
50,2008,0.0065,m,south africa
51,2008,0.0061,m,south africa
52,2008,0.0058,m,south africa
53,2008,0.0055,m,south africa
54,2008,0.0051,m,south africa
55,2008,0.0048,m,south africa
56,2008,0.0045,m,south africa
57,2008,0.0041,m,south africa
58,2008,0.0038,m,south africa
59,2008,0.0035,m,south africa
60,2008,0.0032,m,south africa
61,2008,0.0029,m,south africa
62,2008,0.0026,m,south africa
63,2008,0.0023,m,south africa
64,2008,0.002,m,south africa
65,2008,0.0017,m,south africa
66,2008,0.0015,m,south africa
67,2008,0.0013,m,south africa
68,2008,0.0011,m,south africa
69,2008,0.0009,m,south africa
70,2008,0.0008,m,south africa
71,2008,0.0007,m,south africa
72,2008,0.0006,m,south africa
73,2008,0.0005,m,south africa
74,2008,0.0004,m,south africa
75,2008,0.0004,m,south africa
76,2008,0.0003,m,south africa
77,2008,0.0003,m,south africa
78,2008,0.0002,m,south africa
79,2008,0.0002,m,south africa
80,2008,0.000194,m,south africa
81,2008,0.000179,m,south africa
82,2008,0.000168,m,south africa
83,2008,0.00016,m,south africa
84,2008,0.000154,m,south africa
85,2008,0.000149,m,south africa
86,2008,0.000146,m,south africa
87,2008,0.000146,m,south africa
88,2008,0.000152,m,south africa
89,2008,0.000163,m,south africa
90+,2008,0.000213,m,south africa
10,2009,0,m,south africa
11,2009,0.00000024,m,south africa
12,2009,0.00000439,m,south africa
13,2009,0.0000393,m,south africa
14,2009,0.0002,m,south africa
15,2009,0.0008,m,south africa
16,2009,0.0022,m,south africa
17,2009,0.0044,m,south africa
18,2009,0.0081,m,south africa
19,2009,0.0103,m,south africa
20,2009,0.0121,m,south africa
21,2009,0.0138,m,south africa
22,2009,0.0152,m,south africa
23,2009,0.0162,m,south africa
24,2009,0.0171,m,south africa
25,2009,0.0175,m,south africa
26,2009,0.0177,m,south africa
27,2009,0.0176,m,south africa
28,2009,0.0173,m,south africa
29,2009,0.0171,m,south africa
30,2009,0.0163,m,south africa
31,2009,0.0155,m,south africa
32,2009,0.0147,m,south africa
33,2009,0.0139,m,south africa
34,2009,0.0131,m,south africa
35,2009,0.0125,m,south africa
36,2009,0.0119,m,south africa
37,2009,0.0113,m,south africa
38,2009,0.0108,m,south africa
39,2009,0.0104,m,south africa
40,2009,0.0099,m,south africa
41,2009,0.0095,m,south africa
42,2009,0.0091,m,south africa
43,2009,0.0087,m,south africa
44,2009,0.0083,m,south africa
45,2009,0.0079,m,south africa
46,2009,0.0076,m,south africa
47,2009,0.0072,m,south africa
48,2009,0.0069,m,south africa
49,2009,0.0066,m,south africa
50,2009,0.0063,m,south africa
51,2009,0.006,m,south africa
52,2009,0.0056,m,south africa
53,2009,0.0053,m,south africa
54,2009,0.005,m,south africa
55,2009,0.0047,m,south africa
56,2009,0.0044,m,south africa
57,2009,0.0041,m,south africa
58,2009,0.0038,m,south africa
59,2009,0.0035,m,south africa
60,2009,0.0032,m,south africa
61,2009,0.0029,m,south africa
62,2009,0.0026,m,south africa
63,2009,0.0024,m,south africa
64,2009,0.0021,m,south africa
65,2009,0.0019,m,south africa
66,2009,0.0016,m,south africa
67,2009,0.0014,m,south africa
68,2009,0.0012,m,south africa
69,2009,0.001,m,south africa
70,2009,0.0008,m,south africa
71,2009,0.0007,m,south africa
72,2009,0.0006,m,south africa
73,2009,0.0005,m,south africa
74,2009,0.0005,m,south africa
75,2009,0.0004,m,south africa
76,2009,0.0003,m,south africa
77,2009,0.0003,m,south africa
78,2009,0.0002,m,south africa
79,2009,0.0002,m,south africa
80,2009,0.000192,m,south africa
81,2009,0.000174,m,south africa
82,2009,0.000161,m,south africa
83,2009,0.000151,m,south africa
84,2009,0.000143,m,south africa
85,2009,0.000138,m,south africa
86,2009,0.000134,m,south africa
87,2009,0.000133,m,south africa
88,2009,0.000137,m,south africa
89,2009,0.000146,m,south africa
90+,2009,0.000183,m,south africa
10,2010,0,m,south africa
11,2010,0.00000024,m,south africa
12,2010,0.00000435,m,south africa
13,2010,0.0000387,m,south africa
14,2010,0.0002,m,south africa
15,2010,0.0008,m,south africa
16,2010,0.0022,m,south africa
17,2010,0.0042,m,south africa
18,2010,0.0077,m,south africa
19,2010,0.0097,m,south africa
20,2010,0.0115,m,south africa
21,2010,0.013,m,south africa
22,2010,0.0143,m,south africa
23,2010,0.0154,m,south africa
24,2010,0.0161,m,south africa
25,2010,0.0167,m,south africa
26,2010,0.0169,m,south africa
27,2010,0.0169,m,south africa
28,2010,0.0167,m,south africa
29,2010,0.0165,m,south africa
30,2010,0.0158,m,south africa
31,2010,0.0151,m,south africa
32,2010,0.0143,m,south africa
33,2010,0.0135,m,south africa
34,2010,0.0127,m,south africa
35,2010,0.012,m,south africa
36,2010,0.0114,m,south africa
37,2010,0.0109,m,south africa
38,2010,0.0104,m,south africa
39,2010,0.0099,m,south africa
40,2010,0.0095,m,south africa
41,2010,0.0091,m,south africa
42,2010,0.0087,m,south africa
43,2010,0.0084,m,south africa
44,2010,0.008,m,south africa
45,2010,0.0076,m,south africa
46,2010,0.0073,m,south africa
47,2010,0.007,m,south africa
48,2010,0.0067,m,south africa
49,2010,0.0064,m,south africa
50,2010,0.0061,m,south africa
51,2010,0.0058,m,south africa
52,2010,0.0055,m,south africa
53,2010,0.0052,m,south africa
54,2010,0.0049,m,south africa
55,2010,0.0047,m,south africa
56,2010,0.0044,m,south africa
57,2010,0.0041,m,south africa
58,2010,0.0038,m,south africa
59,2010,0.0035,m,south africa
60,2010,0.0032,m,south africa
61,2010,0.003,m,south africa
62,2010,0.0027,m,south africa
63,2010,0.0024,m,south africa
64,2010,0.0022,m,south africa
65,2010,0.002,m,south africa
66,2010,0.0017,m,south africa
67,2010,0.0015,m,south africa
68,2010,0.0013,m,south africa
69,2010,0.0011,m,south africa
70,2010,0.0009,m,south africa
71,2010,0.0008,m,south africa
72,2010,0.0007,m,south africa
73,2010,0.0006,m,south africa
74,2010,0.0005,m,south africa
75,2010,0.0004,m,south africa
76,2010,0.0004,m,south africa
77,2010,0.0003,m,south africa
78,2010,0.0003,m,south africa
79,2010,0.0002,m,south africa
80,2010,0.0002,m,south africa
81,2010,0.000175,m,south africa
82,2010,0.000158,m,south africa
83,2010,0.000146,m,south africa
84,2010,0.000137,m,south africa
85,2010,0.00013,m,south africa
86,2010,0.000125,m,south africa
87,2010,0.000123,m,south africa
88,2010,0.000125,m,south africa
89,2010,0.000131,m,south africa
90+,2010,0.000156,m,south africa
10,2011,0,m,south africa
11,2011,0.00000024,m,south africa
12,2011,0.00000429,m,south africa
13,2011,0.0000379,m,south africa
14,2011,0.0002,m,south africa
15,2011,0.0008,m,south africa
16,2011,0.0021,m,south africa
17,2011,0.004,m,south africa
18,2011,0.0073,m,south africa
19,2011,0.0092,m,south africa
20,2011,0.0107,m,south africa
21,2011,0.0122,m,south africa
22,2011,0.0134,m,south africa
23,2011,0.0143,m,south africa
24,2011,0.0151,m,south africa
25,2011,0.0155,m,south africa
26,2011,0.0159,m,south africa
27,2011,0.016,m,south africa
28,2011,0.0158,m,south africa
29,2011,0.0157,m,south africa
30,2011,0.015,m,south africa
31,2011,0.0144,m,south africa
32,2011,0.0137,m,south africa
33,2011,0.0129,m,south africa
34,2011,0.0122,m,south africa
35,2011,0.0115,m,south africa
36,2011,0.0109,m,south africa
37,2011,0.0103,m,south africa
38,2011,0.0098,m,south africa
39,2011,0.0094,m,south africa
40,2011,0.009,m,south africa
41,2011,0.0086,m,south africa
42,2011,0.0083,m,south africa
43,2011,0.0079,m,south africa
44,2011,0.0076,m,south africa
45,2011,0.0073,m,south africa
46,2011,0.007,m,south africa
47,2011,0.0067,m,south africa
48,2011,0.0064,m,south africa
49,2011,0.0061,m,south africa
50,2011,0.0058,m,south africa
51,2011,0.0056,m,south africa
52,2011,0.0053,m,south africa
53,2011,0.005,m,south africa
54,2011,0.0048,m,south africa
55,2011,0.0045,m,south africa
56,2011,0.0043,m,south africa
57,2011,0.004,m,south africa
58,2011,0.0038,m,south africa
59,2011,0.0035,m,south africa
60,2011,0.0032,m,south africa
61,2011,0.003,m,south africa
62,2011,0.0027,m,south africa
63,2011,0.0025,m,south africa
64,2011,0.0023,m,south africa
65,2011,0.002,m,south africa
66,2011,0.0018,m,south africa
67,2011,0.0016,m,south africa
68,2011,0.0014,m,south africa
69,2011,0.0012,m,south africa
70,2011,0.001,m,south africa
71,2011,0.0008,m,south africa
72,2011,0.0007,m,south africa
73,2011,0.0006,m,south africa
74,2011,0.0005,m,south africa
75,2011,0.0005,m,south africa
76,2011,0.0004,m,south africa
77,2011,0.0003,m,south africa
78,2011,0.0003,m,south africa
79,2011,0.0002,m,south africa
80,2011,0.0002,m,south africa
81,2011,0.000181,m,south africa
82,2011,0.00016,m,south africa
83,2011,0.000144,m,south africa
84,2011,0.000133,m,south africa
85,2011,0.000124,m,south africa
86,2011,0.000118,m,south africa
87,2011,0.000115,m,south africa
88,2011,0.000115,m,south africa
89,2011,0.000119,m,south africa
90+,2011,0.000133,m,south africa
10,2012,0,m,south africa
11,2012,0.00000023,m,south africa
12,2012,0.00000416,m,south africa
13,2012,0.0000364,m,south africa
14,2012,0.0002,m,south africa
15,2012,0.0007,m,south africa
16,2012,0.002,m,south africa
17,2012,0.0038,m,south africa
18,2012,0.0068,m,south africa
19,2012,0.0085,m,south africa
20,2012,0.0099,m,south africa
21,2012,0.0112,m,south africa
22,2012,0.0123,m,south africa
23,2012,0.0131,m,south africa
24,2012,0.0138,m,south africa
25,2012,0.0142,m,south africa
26,2012,0.0145,m,south africa
27,2012,0.0147,m,south africa
28,2012,0.0146,m,south africa
29,2012,0.0145,m,south africa
30,2012,0.0139,m,south africa
31,2012,0.0134,m,south africa
32,2012,0.0127,m,south africa
33,2012,0.0121,m,south africa
34,2012,0.0114,m,south africa
35,2012,0.0107,m,south africa
36,2012,0.0101,m,south africa
37,2012,0.0095,m,south africa
38,2012,0.0091,m,south africa
39,2012,0.0086,m,south africa
40,2012,0.0083,m,south africa
41,2012,0.0079,m,south africa
42,2012,0.0076,m,south africa
43,2012,0.0073,m,south africa
44,2012,0.007,m,south africa
45,2012,0.0067,m,south africa
46,2012,0.0064,m,south africa
47,2012,0.0062,m,south africa
48,2012,0.0059,m,south africa
49,2012,0.0056,m,south africa
50,2012,0.0054,m,south africa
51,2012,0.0052,m,south africa
52,2012,0.005,m,south africa
53,2012,0.0047,m,south africa
54,2012,0.0045,m,south africa
55,2012,0.0043,m,south africa
56,2012,0.0041,m,south africa
57,2012,0.0039,m,south africa
58,2012,0.0036,m,south africa
59,2012,0.0034,m,south africa
60,2012,0.0032,m,south africa
61,2012,0.0029,m,south africa
62,2012,0.0027,m,south africa
63,2012,0.0025,m,south africa
64,2012,0.0023,m,south africa
65,2012,0.0021,m,south africa
66,2012,0.0018,m,south africa
67,2012,0.0016,m,south africa
68,2012,0.0014,m,south africa
69,2012,0.0013,m,south africa
70,2012,0.0011,m,south africa
71,2012,0.0009,m,south africa
72,2012,0.0008,m,south africa
73,2012,0.0007,m,south africa
74,2012,0.0006,m,south africa
75,2012,0.0005,m,south africa
76,2012,0.0004,m,south africa
77,2012,0.0004,m,south africa
78,2012,0.0003,m,south africa
79,2012,0.0003,m,south africa
80,2012,0.0002,m,south africa
81,2012,0.000191,m,south africa
82,2012,0.000165,m,south africa
83,2012,0.000146,m,south africa
84,2012,0.000131,m,south africa
85,2012,0.00012,m,south africa
86,2012,0.000113,m,south africa
87,2012,0.000108,m,south africa
88,2012,0.000106,m,south africa
89,2012,0.000108,m,south africa
90+,2012,0.000115,m,south africa
10,2013,0,m,south africa
11,2013,0.00000023,m,south africa
12,2013,0.00000403,m,south africa
13,2013,0.0000348,m,south africa
14,2013,0.0002,m,south africa
15,2013,0.0007,m,south africa
16,2013,0.0018,m,south africa
17,2013,0.0035,m,south africa
18,2013,0.0063,m,south africa
19,2013,0.0079,m,south africa
20,2013,0.0091,m,south africa
21,2013,0.0103,m,south africa
22,2013,0.0113,m,south africa
23,2013,0.0121,m,south africa
24,2013,0.0127,m,south africa
25,2013,0.013,m,south africa
26,2013,0.0134,m,south africa
27,2013,0.0135,m,south africa
28,2013,0.0135,m,south africa
29,2013,0.0134,m,south africa
30,2013,0.0129,m,south africa
31,2013,0.0124,m,south africa
32,2013,0.0118,m,south africa
33,2013,0.0112,m,south africa
34,2013,0.0106,m,south africa
35,2013,0.01,m,south africa
36,2013,0.0094,m,south africa
37,2013,0.0088,m,south africa
38,2013,0.0084,m,south africa
39,2013,0.0079,m,south africa
40,2013,0.0076,m,south africa
41,2013,0.0073,m,south africa
42,2013,0.007,m,south africa
43,2013,0.0067,m,south africa
44,2013,0.0064,m,south africa
45,2013,0.0062,m,south africa
46,2013,0.0059,m,south africa
47,2013,0.0057,m,south africa
48,2013,0.0054,m,south africa
49,2013,0.0052,m,south africa
50,2013,0.005,m,south africa
51,2013,0.0048,m,south africa
52,2013,0.0046,m,south africa
53,2013,0.0044,m,south africa
54,2013,0.0042,m,south africa
55,2013,0.0041,m,south africa
56,2013,0.0039,m,south africa
57,2013,0.0037,m,south africa
58,2013,0.0035,m,south africa
59,2013,0.0033,m,south africa
60,2013,0.0031,m,south africa
61,2013,0.0029,m,south africa
62,2013,0.0027,m,south africa
63,2013,0.0025,m,south africa
64,2013,0.0023,m,south africa
65,2013,0.0021,m,south africa
66,2013,0.0019,m,south africa
67,2013,0.0017,m,south africa
68,2013,0.0015,m,south africa
69,2013,0.0013,m,south africa
70,2013,0.0011,m,south africa
71,2013,0.001,m,south africa
72,2013,0.0008,m,south africa
73,2013,0.0007,m,south africa
74,2013,0.0006,m,south africa
75,2013,0.0005,m,south africa
76,2013,0.0005,m,south africa
77,2013,0.0004,m,south africa
78,2013,0.0003,m,south africa
79,2013,0.0003,m,south africa
80,2013,0.0002,m,south africa
81,2013,0.000206,m,south africa
82,2013,0.000175,m,south africa
83,2013,0.000151,m,south africa
84,2013,0.000133,m,south africa
85,2013,0.00012,m,south africa
86,2013,0.00011,m,south africa
87,2013,0.000104,m,south africa
88,2013,0.000101,m,south africa
89,2013,0.000101,m,south africa
90+,2013,0.000104,m,south africa
10,2014,0,m,south africa
11,2014,0.00000023,m,south africa
12,2014,0.00000394,m,south africa
13,2014,0.0000335,m,south africa
14,2014,0.0002,m,south africa
15,2014,0.0007,m,south africa
16,2014,0.0017,m,south africa
17,2014,0.0032,m,south africa
18,2014,0.0059,m,south africa
19,2014,0.0073,m,south africa
20,2014,0.0084,m,south africa
21,2014,0.0094,m,south africa
22,2014,0.0104,m,south africa
23,2014,0.0111,m,south africa
24,2014,0.0116,m,south africa
25,2014,0.0119,m,south africa
26,2014,0.0122,m,south africa
27,2014,0.0124,m,south africa
28,2014,0.0123,m,south africa
29,2014,0.0124,m,south africa
30,2014,0.0119,m,south africa
31,2014,0.0115,m,south africa
32,2014,0.0109,m,south africa
33,2014,0.0104,m,south africa
34,2014,0.0098,m,south africa
35,2014,0.0092,m,south africa
36,2014,0.0087,m,south africa
37,2014,0.0081,m,south africa
38,2014,0.0077,m,south africa
39,2014,0.0073,m,south africa
40,2014,0.0069,m,south africa
41,2014,0.0066,m,south africa
42,2014,0.0063,m,south africa
43,2014,0.0061,m,south africa
44,2014,0.0059,m,south africa
45,2014,0.0056,m,south africa
46,2014,0.0054,m,south africa
47,2014,0.0052,m,south africa
48,2014,0.005,m,south africa
49,2014,0.0048,m,south africa
50,2014,0.0046,m,south africa
51,2014,0.0044,m,south africa
52,2014,0.0043,m,south africa
53,2014,0.0041,m,south africa
54,2014,0.0039,m,south africa
55,2014,0.0038,m,south africa
56,2014,0.0036,m,south africa
57,2014,0.0034,m,south africa
58,2014,0.0033,m,south africa
59,2014,0.0031,m,south africa
60,2014,0.0029,m,south africa
61,2014,0.0027,m,south africa
62,2014,0.0026,m,south africa
63,2014,0.0024,m,south africa
64,2014,0.0022,m,south africa
65,2014,0.002,m,south africa
66,2014,0.0019,m,south africa
67,2014,0.0017,m,south africa
68,2014,0.0015,m,south africa
69,2014,0.0014,m,south africa
70,2014,0.0012,m,south africa
71,2014,0.001,m,south africa
72,2014,0.0009,m,south africa
73,2014,0.0008,m,south africa
74,2014,0.0006,m,south africa
75,2014,0.0006,m,south africa
76,2014,0.0005,m,south africa
77,2014,0.0004,m,south africa
78,2014,0.0004,m,south africa
79,2014,0.0003,m,south africa
80,2014,0.0003,m,south africa
81,2014,0.0002,m,south africa
82,2014,0.000188,m,south africa
83,2014,0.00016,m,south africa
84,2014,0.000138,m,south africa
85,2014,0.000121,m,south africa
86,2014,0.000108,m,south africa
87,2014,0.0001,m,south africa
88,2014,0.0000958,m,south africa
89,2014,0.0000949,m,south africa
90+,2014,0.0000953,m,south africa
10,2015,0,m,south africa
11,2015,0.00000023,m,south africa
12,2015,0.00000393,m,south africa
13,2015,0.0000324,m,south africa
14,2015,0.0002,m,south africa
15,2015,0.0006,m,south africa
16,2015,0.0016,m,south africa
17,2015,0.003,m,south africa
18,2015,0.0052,m,south africa
19,2015,0.0067,m,south africa
20,2015,0.0076,m,south africa
21,2015,0.0086,m,south africa
22,2015,0.0093,m,south africa
23,2015,0.01,m,south africa
24,2015,0.0105,m,south africa
25,2015,0.0108,m,south africa
26,2015,0.0111,m,south africa
27,2015,0.0113,m,south africa
28,2015,0.0113,m,south africa
29,2015,0.0114,m,south africa
30,2015,0.0111,m,south africa
31,2015,0.0107,m,south africa
32,2015,0.0103,m,south africa
33,2015,0.0098,m,south africa
34,2015,0.0093,m,south africa
35,2015,0.0088,m,south africa
36,2015,0.0083,m,south africa
37,2015,0.0078,m,south africa
38,2015,0.0073,m,south africa
39,2015,0.0069,m,south africa
40,2015,0.0066,m,south africa
41,2015,0.0063,m,south africa
42,2015,0.006,m,south africa
43,2015,0.0058,m,south africa
44,2015,0.0056,m,south africa
45,2015,0.0053,m,south africa
46,2015,0.0051,m,south africa
47,2015,0.0049,m,south africa
48,2015,0.0047,m,south africa
49,2015,0.0045,m,south africa
50,2015,0.0044,m,south africa
51,2015,0.0042,m,south africa
52,2015,0.0041,m,south africa
53,2015,0.004,m,south africa
54,2015,0.0038,m,south africa
55,2015,0.0037,m,south africa
56,2015,0.0035,m,south africa
57,2015,0.0034,m,south africa
58,2015,0.0032,m,south africa
59,2015,0.0031,m,south africa
60,2015,0.0029,m,south africa
61,2015,0.0028,m,south africa
62,2015,0.0026,m,south africa
63,2015,0.0024,m,south africa
64,2015,0.0023,m,south africa
65,2015,0.0021,m,south africa
66,2015,0.0019,m,south africa
67,2015,0.0018,m,south africa
68,2015,0.0016,m,south africa
69,2015,0.0014,m,south africa
70,2015,0.0013,m,south africa
71,2015,0.0011,m,south africa
72,2015,0.001,m,south africa
73,2015,0.0009,m,south africa
74,2015,0.0007,m,south africa
75,2015,0.0006,m,south africa
76,2015,0.0005,m,south africa
77,2015,0.0005,m,south africa
78,2015,0.0004,m,south africa
79,2015,0.0003,m,south africa
80,2015,0.0003,m,south africa
81,2015,0.0003,m,south africa
82,2015,0.000216,m,south africa
83,2015,0.000182,m,south africa
84,2015,0.000154,m,south africa
85,2015,0.000132,m,south africa
86,2015,0.000116,m,south africa
87,2015,0.000104,m,south africa
88,2015,0.0000976,m,south africa
89,2015,0.0000951,m,south africa
90+,2015,0.0000931,m,south africa
10,2016,0,m,south africa
11,2016,0.00000023,m,south africa
12,2016,0.0000038,m,south africa
13,2016,0.0000316,m,south africa
14,2016,0.000163,m,south africa
15,2016,0.0006,m,south africa
16,2016,0.0014,m,south africa
17,2016,0.0027,m,south africa
18,2016,0.0047,m,south africa
19,2016,0.0057,m,south africa
20,2016,0.0067,m,south africa
21,2016,0.0075,m,south africa
22,2016,0.0081,m,south africa
23,2016,0.0086,m,south africa
24,2016,0.009,m,south africa
25,2016,0.0093,m,south africa
26,2016,0.0096,m,south africa
27,2016,0.0098,m,south africa
28,2016,0.0099,m,south africa
29,2016,0.01,m,south africa
30,2016,0.0098,m,south africa
31,2016,0.0096,m,south africa
32,2016,0.0093,m,south africa
33,2016,0.0089,m,south africa
34,2016,0.0085,m,south africa
35,2016,0.008,m,south africa
36,2016,0.0076,m,south africa
37,2016,0.0072,m,south africa
38,2016,0.0068,m,south africa
39,2016,0.0064,m,south africa
40,2016,0.0061,m,south africa
41,2016,0.0058,m,south africa
42,2016,0.0055,m,south africa
43,2016,0.0053,m,south africa
44,2016,0.0051,m,south africa
45,2016,0.0049,m,south africa
46,2016,0.0048,m,south africa
47,2016,0.0046,m,south africa
48,2016,0.0044,m,south africa
49,2016,0.0042,m,south africa
50,2016,0.0041,m,south africa
51,2016,0.004,m,south africa
52,2016,0.0038,m,south africa
53,2016,0.0037,m,south africa
54,2016,0.0036,m,south africa
55,2016,0.0035,m,south africa
56,2016,0.0034,m,south africa
57,2016,0.0032,m,south africa
58,2016,0.0031,m,south africa
59,2016,0.003,m,south africa
60,2016,0.0028,m,south africa
61,2016,0.0027,m,south africa
62,2016,0.0025,m,south africa
63,2016,0.0024,m,south africa
64,2016,0.0023,m,south africa
65,2016,0.0021,m,south africa
66,2016,0.002,m,south africa
67,2016,0.0018,m,south africa
68,2016,0.0016,m,south africa
69,2016,0.0015,m,south africa
70,2016,0.0014,m,south africa
71,2016,0.0012,m,south africa
72,2016,0.0011,m,south africa
73,2016,0.0009,m,south africa
74,2016,0.0008,m,south africa
75,2016,0.0007,m,south africa
76,2016,0.0006,m,south africa
77,2016,0.0005,m,south africa
78,2016,0.0004,m,south africa
79,2016,0.0004,m,south africa
80,2016,0.0003,m,south africa
81,2016,0.0003,m,south africa
82,2016,0.0002,m,south africa
83,2016,0.000205,m,south africa
84,2016,0.000173,m,south africa
85,2016,0.000146,m,south africa
86,2016,0.000125,m,south africa
87,2016,0.00011,m,south africa
88,2016,0.000101,m,south africa
89,2016,0.0000957,m,south africa
90+,2016,0.000091,m,south africa
10,2017,0,m,south africa
11,2017,0.00000022,m,south africa
12,2017,0.0000037,m,south africa
13,2017,0.0000301,m,south africa
14,2017,0.000156,m,south africa
15,2017,0.0005,m,south africa
16,2017,0.0013,m,south africa
17,2017,0.0024,m,south africa
18,2017,0.0042,m,south africa
19,2017,0.005,m,south africa
20,2017,0.0055,m,south africa
21,2017,0.0063,m,south africa
22,2017,0.0068,m,south africa
23,2017,0.0072,m,south africa
24,2017,0.0075,m,south africa
25,2017,0.0077,m,south africa
26,2017,0.008,m,south africa
27,2017,0.0082,m,south africa
28,2017,0.0083,m,south africa
29,2017,0.0084,m,south africa
30,2017,0.0083,m,south africa
31,2017,0.0082,m,south africa
32,2017,0.008,m,south africa
33,2017,0.0078,m,south africa
34,2017,0.0074,m,south africa
35,2017,0.0071,m,south africa
36,2017,0.0067,m,south africa
37,2017,0.0064,m,south africa
38,2017,0.006,m,south africa
39,2017,0.0057,m,south africa
40,2017,0.0054,m,south africa
41,2017,0.0051,m,south africa
42,2017,0.0049,m,south africa
43,2017,0.0047,m,south africa
44,2017,0.0045,m,south africa
45,2017,0.0044,m,south africa
46,2017,0.0042,m,south africa
47,2017,0.0041,m,south africa
48,2017,0.004,m,south africa
49,2017,0.0038,m,south africa
50,2017,0.0037,m,south africa
51,2017,0.0036,m,south africa
52,2017,0.0035,m,south africa
53,2017,0.0034,m,south africa
54,2017,0.0033,m,south africa
55,2017,0.0032,m,south africa
56,2017,0.0031,m,south africa
57,2017,0.003,m,south africa
58,2017,0.0029,m,south africa
59,2017,0.0028,m,south africa
60,2017,0.0026,m,south africa
61,2017,0.0025,m,south africa
62,2017,0.0024,m,south africa
63,2017,0.0023,m,south africa
64,2017,0.0022,m,south africa
65,2017,0.002,m,south africa
66,2017,0.0019,m,south africa
67,2017,0.0018,m,south africa
68,2017,0.0016,m,south africa
69,2017,0.0015,m,south africa
70,2017,0.0014,m,south africa
71,2017,0.0012,m,south africa
72,2017,0.0011,m,south africa
73,2017,0.001,m,south africa
