Age,Year,Incidence,Sex,Country
74,2017,0.0009,m,south africa
75,2017,0.0007,m,south africa
76,2017,0.0006,m,south africa
77,2017,0.0005,m,south africa
78,2017,0.0005,m,south africa
79,2017,0.0004,m,south africa
80,2017,0.0004,m,south africa
81,2017,0.0003,m,south africa
82,2017,0.0003,m,south africa
83,2017,0.000226,m,south africa
84,2017,0.000191,m,south africa
85,2017,0.000161,m,south africa
86,2017,0.000136,m,south africa
87,2017,0.000117,m,south africa
88,2017,0.000104,m,south africa
89,2017,0.0000963,m,south africa
90+,2017,0.0000878,m,south africa
10,2018,0,m,south africa
11,2018,0.00000021,m,south africa
12,2018,0.00000355,m,south africa
13,2018,0.000029,m,south africa
14,2018,0.000148,m,south africa
15,2018,0.0005,m,south africa
16,2018,0.0012,m,south africa
17,2018,0.0022,m,south africa
18,2018,0.0037,m,south africa
19,2018,0.0044,m,south africa
20,2018,0.0049,m,south africa
21,2018,0.0053,m,south africa
22,2018,0.0058,m,south africa
23,2018,0.0061,m,south africa
24,2018,0.0064,m,south africa
25,2018,0.0065,m,south africa
26,2018,0.0068,m,south africa
27,2018,0.007,m,south africa
28,2018,0.0071,m,south africa
29,2018,0.0073,m,south africa
30,2018,0.0073,m,south africa
31,2018,0.0072,m,south africa
32,2018,0.0071,m,south africa
33,2018,0.007,m,south africa
34,2018,0.0067,m,south africa
35,2018,0.0064,m,south africa
36,2018,0.0061,m,south africa
37,2018,0.0058,m,south africa
38,2018,0.0056,m,south africa
39,2018,0.0053,m,south africa
40,2018,0.005,m,south africa
41,2018,0.0048,m,south africa
42,2018,0.0046,m,south africa
43,2018,0.0044,m,south africa
44,2018,0.0042,m,south africa
45,2018,0.0041,m,south africa
46,2018,0.004,m,south africa
47,2018,0.0038,m,south africa
48,2018,0.0037,m,south africa
49,2018,0.0036,m,south africa
50,2018,0.0035,m,south africa
51,2018,0.0034,m,south africa
52,2018,0.0033,m,south africa
53,2018,0.0032,m,south africa
54,2018,0.0031,m,south africa
55,2018,0.003,m,south africa
56,2018,0.003,m,south africa
57,2018,0.0029,m,south africa
58,2018,0.0028,m,south africa
59,2018,0.0027,m,south africa
60,2018,0.0026,m,south africa
61,2018,0.0025,m,south africa
62,2018,0.0024,m,south africa
63,2018,0.0023,m,south africa
64,2018,0.0022,m,south africa
65,2018,0.002,m,south africa
66,2018,0.0019,m,south africa
67,2018,0.0018,m,south africa
68,2018,0.0017,m,south africa
69,2018,0.0015,m,south africa
70,2018,0.0014,m,south africa
71,2018,0.0013,m,south africa
72,2018,0.0012,m,south africa
73,2018,0.0011,m,south africa
74,2018,0.001,m,south africa
75,2018,0.0008,m,south africa
76,2018,0.0007,m,south africa
77,2018,0.0006,m,south africa
78,2018,0.0005,m,south africa
79,2018,0.0005,m,south africa
80,2018,0.0004,m,south africa
81,2018,0.0003,m,south africa
82,2018,0.0003,m,south africa
83,2018,0.0003,m,south africa
84,2018,0.000219,m,south africa
85,2018,0.000185,m,south africa
86,2018,0.000155,m,south africa
87,2018,0.000132,m,south africa
88,2018,0.000115,m,south africa
89,2018,0.000103,m,south africa
90+,2018,0.0000886,m,south africa
10,2019,0,m,south africa
11,2019,0.00000019,m,south africa
12,2019,0.00000323,m,south africa
13,2019,0.0000272,m,south africa
14,2019,0.000139,m,south africa
15,2019,0.0005,m,south africa
16,2019,0.0011,m,south africa
17,2019,0.002,m,south africa
18,2019,0.0033,m,south africa
19,2019,0.0039,m,south africa
20,2019,0.0043,m,south africa
21,2019,0.0047,m,south africa
22,2019,0.0049,m,south africa
23,2019,0.0052,m,south africa
24,2019,0.0054,m,south africa
25,2019,0.0055,m,south africa
26,2019,0.0057,m,south africa
27,2019,0.0059,m,south africa
28,2019,0.0061,m,south africa
29,2019,0.0063,m,south africa
30,2019,0.0063,m,south africa
31,2019,0.0063,m,south africa
32,2019,0.0063,m,south africa
33,2019,0.0061,m,south africa
34,2019,0.006,m,south africa
35,2019,0.0058,m,south africa
36,2019,0.0055,m,south africa
37,2019,0.0053,m,south africa
38,2019,0.005,m,south africa
39,2019,0.0048,m,south africa
40,2019,0.0046,m,south africa
41,2019,0.0044,m,south africa
42,2019,0.0042,m,south africa
43,2019,0.004,m,south africa
44,2019,0.0039,m,south africa
45,2019,0.0037,m,south africa
46,2019,0.0036,m,south africa
47,2019,0.0035,m,south africa
48,2019,0.0034,m,south africa
49,2019,0.0033,m,south africa
50,2019,0.0032,m,south africa
51,2019,0.0031,m,south africa
52,2019,0.0031,m,south africa
53,2019,0.003,m,south africa
54,2019,0.0029,m,south africa
55,2019,0.0028,m,south africa
56,2019,0.0028,m,south africa
57,2019,0.0027,m,south africa
58,2019,0.0026,m,south africa
59,2019,0.0025,m,south africa
60,2019,0.0024,m,south africa
61,2019,0.0024,m,south africa
62,2019,0.0023,m,south africa
63,2019,0.0022,m,south africa
64,2019,0.0021,m,south africa
65,2019,0.002,m,south africa
66,2019,0.0019,m,south africa
67,2019,0.0018,m,south africa
68,2019,0.0017,m,south africa
69,2019,0.0016,m,south africa
70,2019,0.0014,m,south africa
71,2019,0.0013,m,south africa
72,2019,0.0012,m,south africa
73,2019,0.0011,m,south africa
74,2019,0.001,m,south africa
75,2019,0.0009,m,south africa
76,2019,0.0008,m,south africa
77,2019,0.0007,m,south africa
78,2019,0.0006,m,south africa
79,2019,0.0005,m,south africa
80,2019,0.0004,m,south africa
81,2019,0.0004,m,south africa
82,2019,0.0003,m,south africa
83,2019,0.0003,m,south africa
84,2019,0.000244,m,south africa
85,2019,0.000209,m,south africa
86,2019,0.000176,m,south africa
87,2019,0.000149,m,south africa
88,2019,0.000128,m,south africa
89,2019,0.000113,m,south africa
90+,2019,0.0000895,m,south africa
10,2020,0,m,south africa
11,2020,0.00000017,m,south africa
12,2020,0.00000308,m,south africa
13,2020,0.0000258,m,south africa
14,2020,0.000135,m,south africa
15,2020,0.0005,m,south africa
16,2020,0.0011,m,south africa
17,2020,0.0019,m,south africa
18,2020,0.0031,m,south africa
19,2020,0.0036,m,south africa
20,2020,0.004,m,south africa
21,2020,0.0043,m,south africa
22,2020,0.0045,m,south africa
23,2020,0.0046,m,south africa
24,2020,0.0048,m,south africa
25,2020,0.005,m,south africa
26,2020,0.0052,m,south africa
27,2020,0.0053,m,south africa
28,2020,0.0055,m,south africa
29,2020,0.0057,m,south africa
30,2020,0.0058,m,south africa
31,2020,0.0058,m,south africa
32,2020,0.0058,m,south africa
33,2020,0.0057,m,south africa
34,2020,0.0056,m,south africa
35,2020,0.0055,m,south africa
36,2020,0.0053,m,south africa
37,2020,0.0051,m,south africa
38,2020,0.0048,m,south africa
39,2020,0.0046,m,south africa
40,2020,0.0044,m,south africa
41,2020,0.0042,m,south africa
42,2020,0.0041,m,south africa
43,2020,0.0039,m,south africa
44,2020,0.0037,m,south africa
45,2020,0.0036,m,south africa
46,2020,0.0035,m,south africa
47,2020,0.0034,m,south africa
48,2020,0.0033,m,south africa
49,2020,0.0032,m,south africa
50,2020,0.0031,m,south africa
51,2020,0.003,m,south africa
52,2020,0.003,m,south africa
53,2020,0.0029,m,south africa
54,2020,0.0028,m,south africa
55,2020,0.0028,m,south africa
56,2020,0.0027,m,south africa
57,2020,0.0027,m,south africa
58,2020,0.0026,m,south africa
59,2020,0.0025,m,south africa
60,2020,0.0024,m,south africa
61,2020,0.0024,m,south africa
62,2020,0.0023,m,south africa
63,2020,0.0022,m,south africa
64,2020,0.0021,m,south africa
65,2020,0.002,m,south africa
66,2020,0.0019,m,south africa
67,2020,0.0018,m,south africa
68,2020,0.0017,m,south africa
69,2020,0.0016,m,south africa
70,2020,0.0015,m,south africa
71,2020,0.0014,m,south africa
72,2020,0.0013,m,south africa
73,2020,0.0012,m,south africa
74,2020,0.0011,m,south africa
75,2020,0.001,m,south africa
76,2020,0.0009,m,south africa
77,2020,0.0008,m,south africa
78,2020,0.0007,m,south africa
79,2020,0.0006,m,south africa
80,2020,0.0005,m,south africa
81,2020,0.0004,m,south africa
82,2020,0.0004,m,south africa
83,2020,0.0003,m,south africa
84,2020,0.0003,m,south africa
85,2020,0.000244,m,south africa
86,2020,0.000209,m,south africa
87,2020,0.000177,m,south africa
88,2020,0.000151,m,south africa
89,2020,0.000131,m,south africa
90+,2020,0.0000968,m,south africa
10,2021,0,m,south africa
11,2021,0.00000015,m,south africa
12,2021,0.00000293,m,south africa
13,2021,0.000025,m,south africa
14,2021,0.00013,m,south africa
15,2021,0.0004,m,south africa
16,2021,0.0011,m,south africa
17,2021,0.0019,m,south africa
18,2021,0.0031,m,south africa
19,2021,0.0035,m,south africa
20,2021,0.0038,m,south africa
21,2021,0.004,m,south africa
22,2021,0.0042,m,south africa
23,2021,0.0043,m,south africa
24,2021,0.0043,m,south africa
25,2021,0.0045,m,south africa
26,2021,0.0047,m,south africa
27,2021,0.0048,m,south africa
28,2021,0.0049,m,south africa
29,2021,0.0051,m,south africa
30,2021,0.0052,m,south africa
31,2021,0.0053,m,south africa
32,2021,0.0053,m,south africa
33,2021,0.0052,m,south africa
34,2021,0.0051,m,south africa
35,2021,0.005,m,south africa
36,2021,0.0049,m,south africa
37,2021,0.0047,m,south africa
38,2021,0.0045,m,south africa
39,2021,0.0043,m,south africa
40,2021,0.0041,m,south africa
41,2021,0.0039,m,south africa
42,2021,0.0038,m,south africa
43,2021,0.0036,m,south africa
44,2021,0.0035,m,south africa
45,2021,0.0033,m,south africa
46,2021,0.0032,m,south africa
47,2021,0.0031,m,south africa
48,2021,0.003,m,south africa
49,2021,0.003,m,south africa
50,2021,0.0029,m,south africa
51,2021,0.0028,m,south africa
52,2021,0.0028,m,south africa
53,2021,0.0027,m,south africa
54,2021,0.0027,m,south africa
55,2021,0.0026,m,south africa
56,2021,0.0026,m,south africa
57,2021,0.0025,m,south africa
58,2021,0.0024,m,south africa
59,2021,0.0024,m,south africa
60,2021,0.0023,m,south africa
61,2021,0.0023,m,south africa
62,2021,0.0022,m,south africa
63,2021,0.0021,m,south africa
64,2021,0.0021,m,south africa
65,2021,0.002,m,south africa
66,2021,0.0019,m,south africa
67,2021,0.0018,m,south africa
68,2021,0.0017,m,south africa
69,2021,0.0016,m,south africa
70,2021,0.0016,m,south africa
71,2021,0.0015,m,south africa
72,2021,0.0014,m,south africa
73,2021,0.0013,m,south africa
74,2021,0.0012,m,south africa
75,2021,0.0011,m,south africa
76,2021,0.001,m,south africa
77,2021,0.0009,m,south africa
78,2021,0.0008,m,south africa
79,2021,0.0006,m,south africa
80,2021,0.0006,m,south africa
81,2021,0.0005,m,south africa
82,2021,0.0004,m,south africa
83,2021,0.0004,m,south africa
84,2021,0.0003,m,south africa
85,2021,0.000273,m,south africa
86,2021,0.000235,m,south africa
87,2021,0.000201,m,south africa
88,2021,0.000171,m,south africa
89,2021,0.000146,m,south africa
90+,2021,0.000102,m,south africa
10,2022,0,m,south africa
11,2022,0.00000013,m,south africa
12,2022,0.00000247,m,south africa
13,2022,0.0000226,m,south africa
14,2022,0.000121,m,south africa
15,2022,0.0004,m,south africa
16,2022,0.001,m,south africa
17,2022,0.0018,m,south africa
18,2022,0.003,m,south africa
19,2022,0.0034,m,south africa
20,2022,0.0036,m,south africa
21,2022,0.0038,m,south africa
22,2022,0.0038,m,south africa
23,2022,0.004,m,south africa
24,2022,0.004,m,south africa
25,2022,0.004,m,south africa
26,2022,0.0042,m,south africa
27,2022,0.0043,m,south africa
28,2022,0.0044,m,south africa
29,2022,0.0046,m,south africa
30,2022,0.0047,m,south africa
31,2022,0.0047,m,south africa
32,2022,0.0048,m,south africa
33,2022,0.0047,m,south africa
34,2022,0.0047,m,south africa
35,2022,0.0046,m,south africa
36,2022,0.0044,m,south africa
37,2022,0.0043,m,south africa
38,2022,0.0041,m,south africa
39,2022,0.0039,m,south africa
40,2022,0.0038,m,south africa
41,2022,0.0036,m,south africa
42,2022,0.0035,m,south africa
43,2022,0.0033,m,south africa
44,2022,0.0032,m,south africa
45,2022,0.0031,m,south africa
46,2022,0.003,m,south africa
47,2022,0.0029,m,south africa
48,2022,0.0028,m,south africa
49,2022,0.0027,m,south africa
50,2022,0.0027,m,south africa
51,2022,0.0026,m,south africa
52,2022,0.0026,m,south africa
53,2022,0.0025,m,south africa
54,2022,0.0025,m,south africa
55,2022,0.0025,m,south africa
56,2022,0.0024,m,south africa
57,2022,0.0024,m,south africa
58,2022,0.0023,m,south africa
59,2022,0.0023,m,south africa
60,2022,0.0022,m,south africa
61,2022,0.0022,m,south africa
62,2022,0.0021,m,south africa
63,2022,0.0021,m,south africa
64,2022,0.002,m,south africa
65,2022,0.0019,m,south africa
66,2022,0.0019,m,south africa
67,2022,0.0018,m,south africa
68,2022,0.0017,m,south africa
69,2022,0.0017,m,south africa
70,2022,0.0016,m,south africa
71,2022,0.0015,m,south africa
72,2022,0.0014,m,south africa
73,2022,0.0013,m,south africa
74,2022,0.0012,m,south africa
75,2022,0.0011,m,south africa
76,2022,0.001,m,south africa
77,2022,0.0009,m,south africa
78,2022,0.0008,m,south africa
79,2022,0.0007,m,south africa
80,2022,0.0006,m,south africa
81,2022,0.0005,m,south africa
82,2022,0.0005,m,south africa
83,2022,0.0004,m,south africa
84,2022,0.0003,m,south africa
85,2022,0.0003,m,south africa
86,2022,0.000266,m,south africa
87,2022,0.00023,m,south africa
88,2022,0.000198,m,south africa
89,2022,0.00017,m,south africa
90+,2022,0.000112,m,south africa
10,2023,0,m,south africa
11,2023,0.00000011,m,south africa
12,2023,0.00000202,m,south africa
13,2023,0.0000191,m,south africa
14,2023,0.000108,m,south africa
15,2023,0.0004,m,south africa
16,2023,0.0009,m,south africa
17,2023,0.0017,m,south africa
18,2023,0.0028,m,south africa
19,2023,0.0032,m,south africa
20,2023,0.0035,m,south africa
21,2023,0.0035,m,south africa
22,2023,0.0036,m,south africa
23,2023,0.0036,m,south africa
24,2023,0.0037,m,south africa
25,2023,0.0037,m,south africa
26,2023,0.0037,m,south africa
27,2023,0.0039,m,south africa
28,2023,0.004,m,south africa
29,2023,0.0041,m,south africa
30,2023,0.0041,m,south africa
31,2023,0.0042,m,south africa
32,2023,0.0043,m,south africa
33,2023,0.0043,m,south africa
34,2023,0.0042,m,south africa
35,2023,0.0041,m,south africa
36,2023,0.004,m,south africa
37,2023,0.0039,m,south africa
38,2023,0.0038,m,south africa
39,2023,0.0036,m,south africa
40,2023,0.0035,m,south africa
41,2023,0.0033,m,south africa
42,2023,0.0032,m,south africa
43,2023,0.0031,m,south africa
44,2023,0.003,m,south africa
45,2023,0.0029,m,south africa
46,2023,0.0028,m,south africa
47,2023,0.0027,m,south africa
48,2023,0.0026,m,south africa
49,2023,0.0025,m,south africa
50,2023,0.0025,m,south africa
51,2023,0.0025,m,south africa
52,2023,0.0024,m,south africa
53,2023,0.0024,m,south africa
54,2023,0.0023,m,south africa
55,2023,0.0023,m,south africa
56,2023,0.0023,m,south africa
57,2023,0.0022,m,south africa
58,2023,0.0022,m,south africa
59,2023,0.0022,m,south africa
60,2023,0.0021,m,south africa
61,2023,0.0021,m,south africa
62,2023,0.002,m,south africa
63,2023,0.002,m,south africa
64,2023,0.0019,m,south africa
65,2023,0.0019,m,south africa
66,2023,0.0018,m,south africa
67,2023,0.0018,m,south africa
68,2023,0.0017,m,south africa
69,2023,0.0016,m,south africa
70,2023,0.0016,m,south africa
71,2023,0.0015,m,south africa
72,2023,0.0014,m,south africa
73,2023,0.0013,m,south africa
74,2023,0.0012,m,south africa
75,2023,0.0011,m,south africa
76,2023,0.0011,m,south africa
77,2023,0.001,m,south africa
78,2023,0.0009,m,south africa
79,2023,0.0008,m,south africa
80,2023,0.0007,m,south africa
81,2023,0.0006,m,south africa
82,2023,0.0005,m,south africa
83,2023,0.0004,m,south africa
84,2023,0.0004,m,south africa
85,2023,0.0003,m,south africa
86,2023,0.0003,m,south africa
87,2023,0.000258,m,south africa
88,2023,0.000225,m,south africa
89,2023,0.000196,m,south africa
90+,2023,0.000127,m,south africa
10,2024,0,m,south africa
11,2024,0.0000001,m,south africa
12,2024,0.00000181,m,south africa
13,2024,0.0000162,m,south africa
14,2024,0.0000939,m,south africa
15,2024,0.0003,m,south africa
16,2024,0.0009,m,south africa
17,2024,0.0016,m,south africa
18,2024,0.0027,m,south africa
19,2024,0.003,m,south africa
20,2024,0.0033,m,south africa
21,2024,0.0034,m,south africa
22,2024,0.0034,m,south africa
23,2024,0.0034,m,south africa
24,2024,0.0034,m,south africa
25,2024,0.0034,m,south africa
26,2024,0.0035,m,south africa
27,2024,0.0035,m,south africa
28,2024,0.0036,m,south africa
29,2024,0.0037,m,south africa
30,2024,0.0038,m,south africa
31,2024,0.0039,m,south africa
32,2024,0.0039,m,south africa
33,2024,0.0039,m,south africa
34,2024,0.0039,m,south africa
35,2024,0.0039,m,south africa
36,2024,0.0038,m,south africa
37,2024,0.0037,m,south africa
38,2024,0.0036,m,south africa
39,2024,0.0035,m,south africa
40,2024,0.0033,m,south africa
41,2024,0.0032,m,south africa
42,2024,0.0031,m,south africa
43,2024,0.003,m,south africa
44,2024,0.0029,m,south africa
45,2024,0.0028,m,south africa
46,2024,0.0027,m,south africa
47,2024,0.0026,m,south africa
48,2024,0.0025,m,south africa
49,2024,0.0025,m,south africa
50,2024,0.0024,m,south africa
51,2024,0.0024,m,south africa
52,2024,0.0023,m,south africa
53,2024,0.0023,m,south africa
54,2024,0.0023,m,south africa
55,2024,0.0022,m,south africa
56,2024,0.0022,m,south africa
57,2024,0.0022,m,south africa
58,2024,0.0021,m,south africa
59,2024,0.0021,m,south africa
60,2024,0.0021,m,south africa
61,2024,0.002,m,south africa
62,2024,0.002,m,south africa
63,2024,0.002,m,south africa
64,2024,0.0019,m,south africa
65,2024,0.0019,m,south africa
66,2024,0.0018,m,south africa
67,2024,0.0018,m,south africa
68,2024,0.0017,m,south africa
69,2024,0.0017,m,south africa
70,2024,0.0016,m,south africa
71,2024,0.0015,m,south africa
72,2024,0.0015,m,south africa
73,2024,0.0014,m,south africa
74,2024,0.0013,m,south africa
75,2024,0.0012,m,south africa
76,2024,0.0011,m,south africa
77,2024,0.001,m,south africa
78,2024,0.001,m,south africa
79,2024,0.0009,m,south africa
80,2024,0.0008,m,south africa
81,2024,0.0007,m,south africa
82,2024,0.0006,m,south africa
83,2024,0.0005,m,south africa
84,2024,0.0004,m,south africa
85,2024,0.0004,m,south africa
86,2024,0.0003,m,south africa
87,2024,0.0003,m,south africa
88,2024,0.000261,m,south africa
89,2024,0.000231,m,south africa
90+,2024,0.000152,m,south africa
10,2025,0,m,south africa
11,2025,0.00000009,m,south africa
12,2025,0.00000163,m,south africa
13,2025,0.0000145,m,south africa
14,2025,0.0000809,m,south africa
15,2025,0.0003,m,south africa
16,2025,0.0008,m,south africa
17,2025,0.0015,m,south africa
18,2025,0.0025,m,south africa
19,2025,0.0029,m,south africa
20,2025,0.0031,m,south africa
21,2025,0.0033,m,south africa
22,2025,0.0034,m,south africa
23,2025,0.0033,m,south africa
24,2025,0.0033,m,south africa
25,2025,0.0032,m,south africa
26,2025,0.0032,m,south africa
27,2025,0.0033,m,south africa
28,2025,0.0033,m,south africa
29,2025,0.0035,m,south africa
30,2025,0.0035,m,south africa
31,2025,0.0036,m,south africa
32,2025,0.0036,m,south africa
33,2025,0.0037,m,south africa
34,2025,0.0037,m,south africa
35,2025,0.0036,m,south africa
36,2025,0.0036,m,south africa
37,2025,0.0035,m,south africa
38,2025,0.0034,m,south africa
